Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q5SL04	unreviewed	Homoserine dehydrogenase (EC 1.1.1.3)	TTHA0489	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	332	homoserine dehydrogenase activity [GO:0004412]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]	methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]		homoserine dehydrogenase activity [GO:0004412]; metal ion binding [GO:0046872]; NADP binding [GO:0050661]	GO:0004412; GO:0009086; GO:0009088; GO:0046872; GO:0050661
Q5SL28	reviewed	Ferredoxin--NADP reductase (FNR) (Fd-NADP(+) reductase) (EC 1.18.1.2)	TTHA0465	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	335	ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]			ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]	GO:0004324; GO:0050660; GO:0050661
Q5SL36	reviewed	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	aroA TTHA0457	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	427	cytoplasm [GO:0005737]; 3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm [GO:0005737]	3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866]	GO:0003866; GO:0005737; GO:0008652; GO:0009073; GO:0009423
Q5SL52	unreviewed	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (N5-glutamine methyltransferase PrmC) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	prmC TTHA0441	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	500	nucleic acid binding [GO:0003676]; peptide chain release factor N(5)-glutamine methyltransferase activity [GO:0102559]; methylation [GO:0032259]	methylation [GO:0032259]		nucleic acid binding [GO:0003676]; peptide chain release factor N(5)-glutamine methyltransferase activity [GO:0102559]	GO:0003676; GO:0032259; GO:0102559
Q5SL57	unreviewed	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY TTHA0436	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	304	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]	GO:0003924; GO:0005047; GO:0005525; GO:0005737; GO:0005886; GO:0006614
Q5SL61	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB TTHA0432	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	493	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]		IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003938; GO:0006177; GO:0006183; GO:0046872
Q5SL69	unreviewed	Thiamine-monophosphate kinase (TMP kinase) (Thiamine-phosphate kinase) (EC 2.7.4.16)	thiL TTHA0424	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	311	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]		ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; thiamine-phosphate kinase activity [GO:0009030]	GO:0000287; GO:0005524; GO:0009030; GO:0009228; GO:0009229
Q5SL76	unreviewed	Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III)	fabH TTHA0417	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	322	cytoplasm [GO:0005737]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]; fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550]	cytoplasm [GO:0005737]	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818]	GO:0004315; GO:0005737; GO:0006633; GO:0033818; GO:0044550
Q5SL86	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB TTHA0407	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	261	cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]	pantothenate biosynthetic process [GO:0015940]	cytoplasm [GO:0005737]	3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003864; GO:0005737; GO:0015940
Q5SLC6	unreviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM TTHA0367	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	333	cytosol [GO:0005829]; ATP binding [GO:0005524]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; 'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]	'de novo' IMP biosynthetic process [GO:0006189]; adenine biosynthetic process [GO:0046084]	cytosol [GO:0005829]	ATP binding [GO:0005524]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]	GO:0004637; GO:0004641; GO:0005524; GO:0005829; GO:0006189; GO:0046084
Q5SLC9	reviewed	Type IV pilus assembly ATPase PilB	pilB TTHA0364	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	889	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]		cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]	GO:0005524; GO:0005737; GO:0005886; GO:0016887; GO:0046872
Q5SLE8	reviewed	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC TTHA0345	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	301	cytoplasm [GO:0005737]; hydroxymethylbilane synthase activity [GO:0004418]; protoporphyrinogen IX biosynthetic process [GO:0006782]	protoporphyrinogen IX biosynthetic process [GO:0006782]	cytoplasm [GO:0005737]	hydroxymethylbilane synthase activity [GO:0004418]	GO:0004418; GO:0005737; GO:0006782
Q5SLF5	reviewed	(R)-S-adenosyl-L-methionine hydrolase (EC 3.13.2.3) (S-adenosyl-L-methionine hydrolase (adenosine-forming)) (SAM hydrolase (adenosine-forming))	TTHA0338	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	255	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
Q5SLG9	unreviewed	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	deoB TTHA0324	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	381	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973]; 2-deoxyribose 1-phosphate catabolic process [GO:0006018]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117]	2-deoxyribose 1-phosphate catabolic process [GO:0006018]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973]	GO:0000287; GO:0005829; GO:0006015; GO:0006018; GO:0008973; GO:0009117; GO:0030145; GO:0043094
Q5SLH0	unreviewed	Diadenylate cyclase (DAC) (EC 2.7.7.85) (Cyclic-di-AMP synthase) (c-di-AMP synthase)	dacA TTHA0323	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	241	plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]; cAMP biosynthetic process [GO:0006171]	cAMP biosynthetic process [GO:0006171]	plasma membrane [GO:0005886]	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; diadenylate cyclase activity [GO:0106408]	GO:0004016; GO:0005524; GO:0005886; GO:0006171; GO:0106408
Q5SLI3	reviewed	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	ctaB TTHA0310	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	608	plasma membrane [GO:0005886]; oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; protoheme IX farnesyltransferase activity [GO:0008495]; heme A biosynthetic process [GO:0006784]; heme O biosynthetic process [GO:0048034]	heme A biosynthetic process [GO:0006784]; heme O biosynthetic process [GO:0048034]	plasma membrane [GO:0005886]	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]; protoheme IX farnesyltransferase activity [GO:0008495]	GO:0005886; GO:0006784; GO:0008495; GO:0016653; GO:0048034
Q5SLI7	reviewed	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt TTHA0306	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	385	cytosol [GO:0005829]; metal ion binding [GO:0046872]; tRNA-guanosine(34) queuine transglycosylase activity [GO:0008479]; queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030]	queuosine biosynthetic process [GO:0008616]; tRNA-guanine transglycosylation [GO:0101030]	cytosol [GO:0005829]	metal ion binding [GO:0046872]; tRNA-guanosine(34) queuine transglycosylase activity [GO:0008479]	GO:0005829; GO:0008479; GO:0008616; GO:0046872; GO:0101030
Q5SLI8	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG TTHA0305	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin) [GO:0046429]; 4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin) [GO:0141197]; iron ion binding [GO:0005506]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]		4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin) [GO:0046429]; 4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin) [GO:0141197]; iron ion binding [GO:0005506]	GO:0005506; GO:0016114; GO:0019288; GO:0046429; GO:0051539; GO:0141197
Q5SLK5	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	TTHA0288	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]	L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]	dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]	GO:0004149; GO:0005829; GO:0006099; GO:0033512; GO:0045252
Q5SLL6	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi TTHA0277	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	415	cytosol [GO:0005829]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156; GO:0097367
Q5SLN1	reviewed	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB TTHA0262	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	271	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; phosphate ion transmembrane transport [GO:0035435]	phosphate ion transmembrane transport [GO:0035435]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]	GO:0005524; GO:0005886; GO:0015415; GO:0016887; GO:0035435
Q5SLN5	reviewed	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA TTHA0258	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	367	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tRNA-uridine 2-sulfurtransferase activity [GO:0103016]; tRNA wobble position uridine thiolation [GO:0002143]	tRNA wobble position uridine thiolation [GO:0002143]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tRNA-uridine 2-sulfurtransferase activity [GO:0103016]	GO:0000049; GO:0002143; GO:0005524; GO:0005737; GO:0103016
Q5SLN7	unreviewed	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA TTHA0256	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	525	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	cytoplasm [GO:0005737]	manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	GO:0005737; GO:0006508; GO:0030145; GO:0070006
Q5SLP8	reviewed	Small ribosomal subunit protein bS6 (30S ribosomal protein S6) (TS9)	rpsF TTHA0245	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	101	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0070181; GO:1990904
Q5SLP9	reviewed	Single-stranded DNA-binding protein (SSB)	ssb TTHA0244	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	263	nucleoid [GO:0009295]; single-stranded DNA binding [GO:0003697]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	nucleoid [GO:0009295]	single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0006260; GO:0006281; GO:0006310; GO:0009295
Q5SLQ1	reviewed	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	rplI TTHA0242	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	148	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
Q5SLQ3	reviewed	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB TTHA0240	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	217	cytoplasm [GO:0005737]; lipoyl(octanoyl) transferase activity [GO:0033819]; protein modification process [GO:0036211]	protein modification process [GO:0036211]	cytoplasm [GO:0005737]	lipoyl(octanoyl) transferase activity [GO:0033819]	GO:0005737; GO:0033819; GO:0036211
Q5SLQ4	reviewed	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA TTHA0239	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	323	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]		cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; metal ion binding [GO:0046872]	GO:0005737; GO:0016992; GO:0046872; GO:0051539
Q5SLR3	reviewed	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	TTHA0230	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	324	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]			3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]	GO:0003863
Q5SLR4	reviewed	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)	TTHA0229	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	367	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; metal ion binding [GO:0046872]; branched-chain amino acid catabolic process [GO:0009083]	branched-chain amino acid catabolic process [GO:0009083]		3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; metal ion binding [GO:0046872]	GO:0003863; GO:0009083; GO:0046872
Q5SLR8	unreviewed	Bifunctional ligase/repressor BirA (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA TTHA0225	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	294	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]; DNA binding [GO:0003677]	GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006355
Q5SLS1	reviewed	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA TTHA0222	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	408	cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]	cytoplasm [GO:0005737]	adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004019; GO:0005525; GO:0005737; GO:0044208; GO:0046040
Q5SLS3	unreviewed	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	TTHA0220	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	181	cytosol [GO:0005829]; guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; GMP salvage [GO:0032263]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	GMP salvage [GO:0032263]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	cytosol [GO:0005829]	guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]	GO:0000166; GO:0000287; GO:0004422; GO:0005829; GO:0006166; GO:0006178; GO:0032263; GO:0032264; GO:0046100; GO:0052657
Q5SLU5	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB TTHA0198	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	203	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]	DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]	manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137
Q5SLV5	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk TTHA0188	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	137	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872
Q5SLW9	reviewed	Chaperone protein DnaJ 1	dnaJ1 TTHA0174	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	350	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082; GO:0051085
Q5SLX1	reviewed	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP TTHA0172	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	261	plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to antibiotic [GO:0046677]	plasma membrane [GO:0005886]	undecaprenyl-diphosphatase activity [GO:0050380]	GO:0005886; GO:0008360; GO:0009252; GO:0046677; GO:0050380; GO:0071555
Q5SM01	reviewed	Peptide chain release factor RF2	prfB TTHA0142	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	378	cytoplasm [GO:0005737]; rRNA binding [GO:0019843]; translation release factor activity, codon specific [GO:0016149]; tRNA binding [GO:0000049]		cytoplasm [GO:0005737]	rRNA binding [GO:0019843]; translation release factor activity, codon specific [GO:0016149]; tRNA binding [GO:0000049]	GO:0000049; GO:0005737; GO:0016149; GO:0019843
Q5SM03	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA TTHA0140	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	425	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm [GO:0005737]	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]	GO:0005737; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555
