Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q31JY7	unreviewed	Cytochrome c oxidase subunit 2 (EC 7.1.1.9)	Synpcc7942_2602	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	315	plasma membrane [GO:0005886]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; ATP synthesis coupled electron transport [GO:0042773]	ATP synthesis coupled electron transport [GO:0042773]	plasma membrane [GO:0005886]	copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]	GO:0004129; GO:0005507; GO:0005886; GO:0042773
Q31JZ0	unreviewed	L-dopachrome isomerase (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	Synpcc7942_2599	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	117	extracellular space [GO:0005615]; cytokine activity [GO:0005125]; phenylpyruvate tautomerase activity [GO:0050178]		extracellular space [GO:0005615]	cytokine activity [GO:0005125]; phenylpyruvate tautomerase activity [GO:0050178]	GO:0005125; GO:0005615; GO:0050178
Q31K00	unreviewed	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	comB Synpcc7942_2589	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	261	2-phosphosulfolactate phosphatase activity [GO:0050532]; magnesium ion binding [GO:0000287]; sulfopyruvate decarboxylase activity [GO:0050545]			2-phosphosulfolactate phosphatase activity [GO:0050532]; magnesium ion binding [GO:0000287]; sulfopyruvate decarboxylase activity [GO:0050545]	GO:0000287; GO:0050532; GO:0050545
Q31K07	unreviewed	Inositol-1-monophosphatase (EC 3.1.3.25)	Synpcc7942_2582	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	273	inositol monophosphate 1-phosphatase activity [GO:0008934]; metal ion binding [GO:0046872]; inositol metabolic process [GO:0006020]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; signal transduction [GO:0007165]	inositol metabolic process [GO:0006020]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; signal transduction [GO:0007165]		inositol monophosphate 1-phosphatase activity [GO:0008934]; metal ion binding [GO:0046872]	GO:0006020; GO:0007165; GO:0008934; GO:0046854; GO:0046872
Q31K13	unreviewed	Peptidase M50 domain-containing protein	Synpcc7942_2576	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	504	membrane [GO:0016020]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	membrane [GO:0016020]		GO:0006508; GO:0016020
Q31K18	unreviewed	Penicillin-binding protein 1A (EC 2.4.1.129)	Synpcc7942_2571	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	625	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]	carboxypeptidase activity [GO:0004180]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]	GO:0004180; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009252; GO:0016020; GO:0030288; GO:0071555
Q31K30	reviewed	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	rplI rpl9 Synpcc7942_2559	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	152	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
Q31K31	unreviewed	cysteine desulfurase (EC 2.8.1.7)	Synpcc7942_2558	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	388	2 iron, 2 sulfur cluster binding [GO:0051537]; cysteine desulfurase activity [GO:0031071]; metal ion binding [GO:0046872]			2 iron, 2 sulfur cluster binding [GO:0051537]; cysteine desulfurase activity [GO:0031071]; metal ion binding [GO:0046872]	GO:0031071; GO:0046872; GO:0051537
Q31K36	reviewed	Hydrogenase maturation factor HypA	hypA Synpcc7942_2553	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	112	nickel cation binding [GO:0016151]; zinc ion binding [GO:0008270]; protein maturation [GO:0051604]; protein modification process [GO:0036211]	protein maturation [GO:0051604]; protein modification process [GO:0036211]		nickel cation binding [GO:0016151]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016151; GO:0036211; GO:0051604
Q31K38	unreviewed	Carbamoyltransferase (EC 6.2.-.-)	Synpcc7942_2551	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	770	acylphosphatase activity [GO:0003998]; carboxyl- or carbamoyltransferase activity [GO:0016743]; double-stranded RNA binding [GO:0003725]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270]; protein maturation [GO:0051604]	protein maturation [GO:0051604]		acylphosphatase activity [GO:0003998]; carboxyl- or carbamoyltransferase activity [GO:0016743]; double-stranded RNA binding [GO:0003725]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270]	GO:0003725; GO:0003998; GO:0008270; GO:0016743; GO:0016874; GO:0051604
Q31K41	unreviewed	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	Synpcc7942_2548	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	202	3-isopropylmalate dehydratase complex [GO:0009316]; 3-isopropylmalate dehydratase activity [GO:0003861]; L-leucine biosynthetic process [GO:0009098]	L-leucine biosynthetic process [GO:0009098]	3-isopropylmalate dehydratase complex [GO:0009316]	3-isopropylmalate dehydratase activity [GO:0003861]	GO:0003861; GO:0009098; GO:0009316
Q31K46	unreviewed	Type-4 uracil-DNA glycosylase (EC 3.2.2.27)	Synpcc7942_2543	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	235	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; uracil DNA N-glycosylase activity [GO:0004844]; DNA repair [GO:0006281]	DNA repair [GO:0006281]		4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; uracil DNA N-glycosylase activity [GO:0004844]	GO:0004844; GO:0006281; GO:0046872; GO:0051539
Q31K47	unreviewed	Cytochrome C6-2	Synpcc7942_2542	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	115	plasma membrane-derived thylakoid lumen [GO:0031979]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]		plasma membrane-derived thylakoid lumen [GO:0031979]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]	GO:0005506; GO:0009055; GO:0020037; GO:0031979
Q31K48	reviewed	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)	rplS rpl19 Synpcc7942_2541	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	120	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625
Q31K58	reviewed	Elongation factor Ts (EF-Ts)	tsf Synpcc7942_2531	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	221	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]		cytoplasm [GO:0005737]	translation elongation factor activity [GO:0003746]	GO:0003746; GO:0005737
Q31K59	reviewed	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	rpsB rps2 Synpcc7942_2530	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	251	cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022627
Q31K74	unreviewed	DNA 3'-5' helicase (EC 5.6.2.4)	Synpcc7942_2515	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	755	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; recombinational repair [GO:0000725]	recombinational repair [GO:0000725]	cytosol [GO:0005829]; DNA helicase complex [GO:0033202]	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0016887; GO:0033202; GO:0043138
Q31KC5	reviewed	Putative N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9) (ManNAc-6-P epimerase)	nanE Synpcc7942_2464	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	232	cytosol [GO:0005829]; N-acylglucosamine-6-phosphate 2-epimerase activity [GO:0047465]; carbohydrate metabolic process [GO:0005975]; N-acetylmannosamine catabolic process [GO:0006053]; N-acetylneuraminate catabolic process [GO:0019262]	carbohydrate metabolic process [GO:0005975]; N-acetylmannosamine catabolic process [GO:0006053]; N-acetylneuraminate catabolic process [GO:0019262]	cytosol [GO:0005829]	N-acylglucosamine-6-phosphate 2-epimerase activity [GO:0047465]	GO:0005829; GO:0005975; GO:0006053; GO:0019262; GO:0047465
Q31KC9	unreviewed	Cytosine-specific methyltransferase (EC 2.1.1.37)	Synpcc7942_2460	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	424	DNA (cytosine-5-)-methyltransferase activity [GO:0003886]; DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]		DNA (cytosine-5-)-methyltransferase activity [GO:0003886]	GO:0003886; GO:0009307; GO:0032259
Q31KD2	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ Synpcc7942_2457	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	292	cytosol [GO:0005829]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]	glycyl-tRNA aminoacylation [GO:0006426]	cytosol [GO:0005829]	ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]	GO:0004820; GO:0005524; GO:0005829; GO:0006426
Q31KD9	unreviewed	General secretion pathway protein D	Synpcc7942_2450	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	771	cell outer membrane [GO:0009279]; type II protein secretion system complex [GO:0015627]; protein secretion [GO:0009306]	protein secretion [GO:0009306]	cell outer membrane [GO:0009279]; type II protein secretion system complex [GO:0015627]		GO:0009279; GO:0009306; GO:0015627
Q31KE0	unreviewed	1-Cys peroxiredoxin (EC 1.11.1.24)	Synpcc7942_2449	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	211	cytosol [GO:0005829]; peroxiredoxin activity [GO:0051920]; cell redox homeostasis [GO:0045454]	cell redox homeostasis [GO:0045454]	cytosol [GO:0005829]	peroxiredoxin activity [GO:0051920]	GO:0005829; GO:0045454; GO:0051920
Q31KE1	unreviewed	GTPase HflX (GTP-binding protein HflX)	hflX Synpcc7942_2448	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	535	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; ribosome binding [GO:0043022]		cytoplasm [GO:0005737]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; ribosome binding [GO:0043022]	GO:0003924; GO:0005525; GO:0005737; GO:0043022; GO:0046872
Q31KE5	unreviewed	Phosphate-binding protein	Synpcc7942_2444	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	337	phosphate ion binding [GO:0042301]; phosphate ion transport [GO:0006817]	phosphate ion transport [GO:0006817]		phosphate ion binding [GO:0042301]	GO:0006817; GO:0042301
Q31KE6	unreviewed	Phosphate transport system permease protein	Synpcc7942_2443	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	310	plasma membrane [GO:0005886]; phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transport [GO:0006817]	phosphate ion transport [GO:0006817]	plasma membrane [GO:0005886]	phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0005886; GO:0006817
Q31KE7	unreviewed	Phosphate transport system permease protein PstA	Synpcc7942_2442	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	303	plasma membrane [GO:0005886]; phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	phosphate ion transmembrane transport [GO:0035435]	plasma membrane [GO:0005886]	phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0005886; GO:0035435
Q31KF3	unreviewed	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA Synpcc7942_2436	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	198	L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]			L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]	GO:0008113; GO:0033744
Q31KG3	reviewed	Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII)	petM Synpcc7942_2426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	37	cytochrome b6f complex [GO:0009512]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transfer activity [GO:0009055]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	cytochrome b6f complex [GO:0009512]; plasma membrane-derived thylakoid membrane [GO:0031676]	electron transfer activity [GO:0009055]	GO:0009055; GO:0009512; GO:0015979; GO:0031676
Q31KG6	reviewed	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA Synpcc7942_2423	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	635	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	cytoplasm [GO:0005737]	flavin adenine dinucleotide binding [GO:0050660]	GO:0002098; GO:0005737; GO:0030488; GO:0050660
Q31KH3	unreviewed	Probable transcriptional regulator ycf27 (OmpR-like protein)	Synpcc7942_2416	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	255	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
Q31KH9	unreviewed	adenosine deaminase (EC 3.5.4.4)	Synpcc7942_2410	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	344	cytosol [GO:0005829]; adenosine deaminase activity [GO:0004000]; adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]	adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]	cytosol [GO:0005829]	adenosine deaminase activity [GO:0004000]	GO:0004000; GO:0005829; GO:0006154; GO:0043103; GO:0046103
Q31KI3	unreviewed	glycine oxidase (EC 1.4.3.19)	Synpcc7942_2406	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	379	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]	GO:0005737; GO:0009228; GO:0009229; GO:0016491; GO:0050660
Q31KJ1	reviewed	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	Synpcc7942_2398	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	149	cytosol [GO:0005829]; nuclease activity [GO:0004518]; rRNA 5'-end processing [GO:0000967]	rRNA 5'-end processing [GO:0000967]	cytosol [GO:0005829]	nuclease activity [GO:0004518]	GO:0000967; GO:0004518; GO:0005829
Q31KK5	unreviewed	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	Synpcc7942_2384	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1196	4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; pyruvate-flavodoxin oxidoreductase activity [GO:0043873]; thiamine pyrophosphate binding [GO:0030976]; electron transport chain [GO:0022900]; response to oxidative stress [GO:0006979]	electron transport chain [GO:0022900]; response to oxidative stress [GO:0006979]		4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; pyruvate-flavodoxin oxidoreductase activity [GO:0043873]; thiamine pyrophosphate binding [GO:0030976]	GO:0005506; GO:0006979; GO:0022900; GO:0030976; GO:0043873; GO:0051539
Q31KK7	unreviewed	Heme chaperone HemW	Synpcc7942_2382	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	396	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]	porphyrin-containing compound biosynthetic process [GO:0006779]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]	GO:0004109; GO:0005737; GO:0006779; GO:0046872; GO:0051539
Q31KL6	unreviewed	Dipeptide epimerase (EC 5.1.1.-)	Synpcc7942_2373	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	344	metal ion binding [GO:0046872]; racemase and epimerase activity, acting on amino acids and derivatives [GO:0016855]			metal ion binding [GO:0046872]; racemase and epimerase activity, acting on amino acids and derivatives [GO:0016855]	GO:0016855; GO:0046872
Q31KM4	reviewed	Peptide chain release factor 3 (RF-3)	prfC Synpcc7942_2365	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	556	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]	regulation of translational termination [GO:0006449]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]	GO:0003924; GO:0005525; GO:0005829; GO:0006449; GO:0016149; GO:0016150
Q31KM8	unreviewed	Glutamate racemase (EC 5.1.1.3)	murI Synpcc7942_2361	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	289	glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]		glutamate racemase activity [GO:0008881]	GO:0008360; GO:0008881; GO:0009252; GO:0071555
Q31KN7	unreviewed	Ribosome hibernation promoting factor (HPF)	hpf Synpcc7942_2352	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	207	cytosolic small ribosomal subunit [GO:0022627]; ribosomal small subunit binding [GO:0043024]; negative regulation of translational elongation [GO:0045900]	negative regulation of translational elongation [GO:0045900]	cytosolic small ribosomal subunit [GO:0022627]	ribosomal small subunit binding [GO:0043024]	GO:0022627; GO:0043024; GO:0045900
Q31KP1	reviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA Synpcc7942_2348	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	359	cytoplasm [GO:0005737]; S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]; queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	cytoplasm [GO:0005737]	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]	GO:0002099; GO:0005737; GO:0008616; GO:0051075
Q31KP9	reviewed	GTPase Der (GTP-binding protein EngA)	der engA Synpcc7942_2340	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	453	ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosome binding [GO:0043022]; ribosome biogenesis [GO:0042254]	ribosome biogenesis [GO:0042254]		ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; ribosome binding [GO:0043022]	GO:0005525; GO:0016887; GO:0042254; GO:0043022
Q31KQ2	unreviewed	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	Synpcc7942_2337	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	317	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]	cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]		N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]	GO:0008745; GO:0009253; GO:0009254; GO:0071555
Q31KQ9	unreviewed	Carboxyl-terminal-processing protease (EC 3.4.21.102) (CtpA)	Synpcc7942_2330	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	407	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane-derived thylakoid lumen [GO:0031979]; endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]; signal transduction [GO:0007165]	proteolysis [GO:0006508]; signal transduction [GO:0007165]	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane-derived thylakoid lumen [GO:0031979]	endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]	GO:0004175; GO:0006508; GO:0007165; GO:0008236; GO:0030288; GO:0031979
Q31KR6	unreviewed	Glutaredoxin	Synpcc7942_2323	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	87	cytoplasm [GO:0005737]; glutathione disulfide oxidoreductase activity [GO:0015038]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	glutathione disulfide oxidoreductase activity [GO:0015038]	GO:0005737; GO:0015038; GO:0034599; GO:0045454
Q31KR7	unreviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC Synpcc7942_2322	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	96	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; regulation of translational fidelity [GO:0006450]; translation [GO:0006412]		asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0006450; GO:0050566; GO:0050567; GO:0070681
Q31KR8	reviewed	Photosystem I assembly protein Ycf3	ycf3 Synpcc7942_2321	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	173	plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0015979; GO:0031676
Q31KS9	unreviewed	L-2,4-diaminobutyrate decarboxylase	Synpcc7942_2310	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	489	cytoplasm [GO:0005737]; aromatic-L-amino-acid decarboxylase activity [GO:0004058]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752]	carboxylic acid metabolic process [GO:0019752]	cytoplasm [GO:0005737]	aromatic-L-amino-acid decarboxylase activity [GO:0004058]; pyridoxal phosphate binding [GO:0030170]	GO:0004058; GO:0005737; GO:0019752; GO:0030170
