"Accession","C20_R1_T40","C20_R1_T43","C20_R1_T46","C20_R1_T49","C20_R1_T52","C20_R1_T55","C20_R1_T58","C20_R1_T61","C20_R1_T64","C20_R1_T67","C20_R2_T40","C20_R2_T43","C20_R2_T46","C20_R2_T49","C20_R2_T52","C20_R2_T55","C20_R2_T58","C20_R2_T61","C20_R2_T64","C20_R2_T67","C0_R1_T40","C0_R1_T43","C0_R1_T46","C0_R1_T49","C0_R1_T52","C0_R1_T55","C0_R1_T58","C0_R1_T61","C0_R1_T64","C0_R1_T67","C0_R2_T40","C0_R2_T43","C0_R2_T46","C0_R2_T49","C0_R2_T52","C0_R2_T55","C0_R2_T58","C0_R2_T61","C0_R2_T64","C0_R2_T67"
"Q8NCA5",0.999686866317176,0.9810507331734,0.989372511639917,0.757602506001611,0.440532255571101,0.201498297740132,0.157059370393806,0.133739727388526,0.115280346175588,0.0973813836246084,0.999686866317176,0.982255270748979,0.984028248714382,0.565915748712819,0.233439605614768,0.0905391784186214,0.0650006208128036,0.0525631074856854,0.0353739138879135,0.0387740215446653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.03555895280773,1.03510028353353,0.657867248762935,0.459261274333241,0.311095691391605,0.261355998202608,0.267635518758538,0.296269573765805,0.298996727821705
"Q52LJ0",0.999686866317176,0.99249246276319,1.13229547796485,0.779982727635072,0.260779829939899,0.11373302131243,0.0811460686553292,0.0713301739365493,0.0564056276585609,0.0466423729225363,0.999686866317176,1.00074142873104,0.948111498083504,0.557700844400753,0.234992986556486,0.120761007030958,0.0857647080168936,0.0726749385723518,0.0640233456035742,0.0551649952947874,0.999686866317176,1.04476677782106,0.960235924553848,0.733024763783482,0.257896838198634,0.0867607964948431,0.0650281241968628,0.0445236604072607,0.0433299357106977,0.0429308925885489,0.999686866317176,1.05175229514402,0.913427195028456,0.609703744064554,0.227304906946039,0.0858970266261102,0.0728188391568395,0.0664934080685832,0.0615691226157429,0.0513708714366645
"Q17RN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.971494189267996,0.811541028988555,0.515601855903917,0.262474835901163,0.134939772589428,0.092829307270687,0.0784926107421298,0.0421252596035199,0.0570753523873539,0.999686866317176,1.03498497177839,0.863626995130968,0.642590596224096,0.262181116059453,0.123030611653356,0.0696948188404267,0.0593435018293985,0.0628234624329008,0.040145304863008,0.999686866317176,1.01974305467051,0.855248904727622,0.535130493341179,0.171514788526358,0.0375784860148204,0.0271290235122822,0.0374573059709552,0.0404393807236968,0.0356008753050416
"O15360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.707247909249542,0.15290784188285,0.194384797388023,0.128462036967573,0.0630813817001533,0.0409634787420285,0.0262483745748036,0.0109240997804659,0.00456093880905535,0.999686866317176,0.887096073603985,0.501635003431051,0.314884688633586,0.0436617200939044,0,0,0.0208604690793551,0.0132233245069644,0.00633665984427518
"Q8NB91",0.999686866317176,0.866770776276881,0.778420539149573,0.770351249385059,0.650484890981104,0.451772834657707,0.345722476623084,0.189911084697446,0.100339245880839,0.0710932557081332,0.999686866317176,0.991785116167836,0.932008463878873,0.837584785480422,0.793926987475751,0.59984605543286,0.377214907924084,0.213041558760376,0.149139945448331,0.111091019709384,0.999686866317176,0.939083722633118,0.810447627976169,0.794550376853248,0.638774626827322,0.542096873947096,0.422784539115246,0.217932849445347,0.106692041189217,0.0649514335748204,0.999686866317176,0.968089681546653,1.09365769463013,0.812997002008587,0.850568916863375,0.536532792825707,0.383001861233424,0.188924756688494,0.144190770630061,0.0936425298742302
"Q9BXW9",0.999686866317176,1.01731431417746,0.608246728376773,0.376996499526347,0.254490086870544,0.121209437871806,0.108883933273499,0.094960940787693,0.0686574311443704,0.0558532375371099,0.999686866317176,0.88755188136627,0.628980145933965,0.38418681546866,0.242165495186878,0.120029434463659,0.0825428644118922,0.0718071871582452,0.058486232047547,0.0460060876808098,0.999686866317176,1.00131417273473,0.600640500087018,0.439679389856103,0.300660744028695,0.15772469572339,0.115898905689219,0.0873771454206701,0.0830824905028723,0.0772194427377112,0.999686866317176,0.932105173665372,0.65620167018823,0.419380359393342,0.239548928022609,0.0825398383321303,0.0660916455807408,0.0614082149139185,0.0527112877218181,0.0447359150436728
"Q9HB96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.922713400957683,0.561569366467447,0.407900570216323,0.353052844208187,0.182561770796931,0.144738057215027,0.146652118222862,0.156956860690261,0.131672268665181,0.999686866317176,0.91783939671625,0.639311397898758,0.5014736017863,0.285788607226788,0.121071203978945,0.113597174207394,0.107276118707983,0.0515079973652232,0.0422755526483845
"O15287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.834506943293844,0.655161720809923,0.42412824677905,0.443119852169038,0.226963315788936,0.124866397580928,0.103047248253989,0.0663937846690887,0.0697481814606688,0.999686866317176,0.955121322699656,0.675469271946129,0.549385176973278,0.497148837499776,0.216584817424261,0.12230922725276,0.0846640988050927,0.0914436731569946,0.0663876592838028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NVI1",0.999686866317176,0.962810723015218,0.536309476066231,0.298778795589899,0.173587465668316,0.0911582964273744,0.0672690227893686,0.0696710536931169,0.061369120404284,0.048791711549049,0.999686866317176,0.903229098570671,0.540594894951821,0.264764001823419,0.185393397336285,0.0923468901905786,0.0585973421643807,0.0475960135355554,0.045126454666975,0.0369845499440542,0.999686866317176,1.03171425558528,0.493062495363,0.311593104309689,0.195972562703944,0.0856794124145147,0.0538781528885041,0.0463695512554888,0.0479822759686406,0.0427167081414762,0.999686866317176,0.95119793296078,0.562588810627394,0.292991866443835,0.181243372424564,0.0636703938998251,0.0460374563803516,0.0414378382028835,0.037438049161984,0.0339310377059602
"Q9NW38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.857698811122255,0.590982720965889,0.411157345233683,0.268666057694466,0.136884906832591,0.0773331166920887,0.0532591269552074,0.0210212599449955,0.0269647910994857,0.999686866317176,0.954182796651921,0.78664406991233,0.578353364568724,0.43007382666868,0.349989957598267,0.170852741015105,0.164633080669238,0.147414851489049,0.105116966968941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O95363",0.999686866317176,0.886622346615833,0.571539523460198,0.306012992271004,0.154480811306318,0.074591781678046,0.0576654350567073,0.0476562195736461,0.0446081571395323,0.0436429901697568,0.999686866317176,0.983179187158079,0.527735293551309,0.254668423280719,0.160394824266101,0.0655788116266214,0.0466590761541689,0.0457160538363095,0.0314722528512485,0.0308230530510593,0.999686866317176,0.922875576584661,0.609565472352005,0.437822887504962,0.342065523290849,0.2229698111057,0.131567229601925,0.0890903711008438,0.128174940714891,0.0564423614580568,0.999686866317176,0.981598777013557,0.569610480435472,0.284010827703616,0.178034198741443,0.0661518693381956,0.0560591790486465,0.0457022862406553,0.034464294919368,0.0370261564647052
"Q9Y285",0.999686866317176,0.952825829921096,0.8009655361982,0.518758946009818,0.289508948068913,0.150046323831845,0.118563883894403,0.105289954016871,0.0858208397668834,0.0778229770324145,0.999686866317176,0.977748242079591,0.650648228002507,0.340037828164367,0.233562751294917,0.107170328812497,0.0709318091930112,0.0608496789058433,0.0562458125318635,0.0532363222185914,0.999686866317176,1.01257125383571,0.635920890389547,0.505487335015835,0.286918591295836,0.110613039638085,0.0840013141963863,0.0479483546130642,0.0538840819522724,0.0498502401425946,0.999686866317176,1.00640340564926,0.637002287749668,0.362506901796762,0.243977707610392,0.0902227013158483,0.0704889555500593,0.0621922467800556,0.0590117858914902,0.0526411630057417
"Q9NSD9",0.999686866317176,1.0817297827622,1.09394840486983,0.83747753059603,0.463559122986085,0.220764092340501,0.131425303346732,0.107742044962334,0.0853006981252484,0.0724919273477782,0.999686866317176,1.08766591173714,1.05028499649008,0.694014583284999,0.417573426269847,0.18003859416908,0.105365817107217,0.084036521988482,0.0789025249962212,0.0663679666818276,0.999686866317176,1.10455936204617,1.04589757081883,0.91998017630812,0.537027599967855,0.229963083332323,0.141324569088564,0.0948213306453425,0.101568533688347,0.069840788536054,0.999686866317176,1.09281212751681,1.08044401238331,0.74379617979073,0.431491258987221,0.152601201993042,0.095617318139128,0.0765022560745876,0.0717166567994329,0.0618579811715668
"P49327",0.999686866317176,1.16934250406766,1.07417826258424,0.917297417714364,0.312335488010268,0.114521782838995,0.0738161859201035,0.0773176425807801,0.0624992578397584,0.0608968326862936,0.999686866317176,0.999369256267531,0.946759498725156,0.766145788077476,0.293418339404351,0.101429909261637,0.0535334594961344,0.0465534996131364,0.0390896792045723,0.0353223744296687,0.999686866317176,1.12653991412067,1.0899950622773,0.910471508811456,0.378280702369408,0.134236454185758,0.0851458986738419,0.0719730501127296,0.0748713833409417,0.0693231761222947,0.999686866317176,1.10537626767298,1.15888675005592,0.837048829297295,0.303340140797167,0.0793959424762492,0.0526472348734999,0.0442623109610174,0.0433368377168112,0.0384498799400414
"Q53R41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.839892867021889,0.5222092644279,0.355988416288054,0.241604067243523,0.106997540264144,0.086581749420548,0.0736588615960301,0.0541053253974551,0.0518516338561942,0.999686866317176,0.725145820701669,0.264799601361731,0.27877576850621,0.184713187856276,0.0665920178752192,0.0695651208826414,0.0685281486296728,0.0422247285976581,0.0354534755585192,0.999686866317176,0.973745068738399,0.459984616473039,0.293597408844195,0.203406969054354,0.0981223249073905,0.0495307469528364,0.0435345727460389,0.0376209787119934,0.0366842447548187
"Q9NYY8",0.999686866317176,0.926867889425776,0.863348323085778,0.547212280951177,0.259492877685065,0.137791088769832,0.0925145936425069,0.0789335753124529,0.0619006520088744,0.0476197183430751,0.999686866317176,0.982161313148054,0.808333688519399,0.529001926030794,0.310593768006506,0.13477910955324,0.0837334386164935,0.0609709014549618,0.0574052430630014,0.0417439582902037,0.999686866317176,0.925013155977663,0.726850787283417,0.485749902140852,0.246512867223211,0.0927499263611615,0.0741394057312832,0.039345325966777,0.0488734219145231,0.0382188347529478,0.999686866317176,1.09274219723765,0.867550933712066,0.605348767615455,0.339271409419533,0.115758835002392,0.0929106318805265,0.0669510999280035,0.0550912103598807,0.0512431413218094
"Q7L8L6",0.999686866317176,1.10781810838542,0.746567535465501,0.429393083684095,0.146935817636204,0.0655193423282411,0.0532669326939101,0.0505677776581077,0.0550780641985243,0.0432413751187959,0.999686866317176,1.00723429044499,0.82256479864851,0.577839819698326,0.280094364672674,0.127466415258296,0.0835767322435369,0.0686200443043384,0.0651419435488148,0.0542372907239486,0.999686866317176,1.01321263228305,0.793359318852523,0.552014659394258,0.169542180447317,0.0476301411309619,0.0317176355764058,0.0228834236234882,0.0298801468329591,0.0303380370142644,0.999686866317176,0.940333636513478,0.877331368566537,0.600038829677416,0.323297484048862,0.146122660946394,0.095444648899495,0.080960876416356,0.0745396550309857,0.0641026042874961
"P62861",0.999686866317176,1.0837359752634,0.999427073049207,1.27735073020553,1.85480914522754,1.81040615519556,2.1776863017588,2.32691914054672,1.5227583174109,1.67555277598497,0.999686866317176,0.875563478723199,1.09094642596584,1.01117229488925,1.77157860287412,1.91717786440635,1.04990608829327,1.0754955474704,0.655454339699846,0.914767075802085,0.999686866317176,1.25954380783533,1.10926040651087,1.08692024318157,1.24656596885809,1.58207359921386,0.956468127647086,0.939567227520815,1.13520243408758,1.29293869371797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8TES7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.24743787593569,1.2485128793242,0.886758133498265,1.05530708736992,0.912934863212296,0.8444324949576,0.647642580732521,0.927988210646497,0.685020535144295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.938487656451999,0.927351508348267,0.691562866866675,0.660020910626846,0.478386326255672,0.362423524963394,0.291712884454104,0.341489023132965,0.283067847888678
"P22087",0.999686866317176,0.711644635747921,0.623094873323254,0.584280646757333,0.394782721719608,0.150286820416704,0.11881110874509,0.130043596173765,0.11453999858348,0.0928281037830394,0.999686866317176,1.10567053701446,1.00668740679164,0.626736284760358,0.468503376696064,0.186818776388103,0.108818285185627,0.104377665730564,0.0963670518012109,0.0852975357630111,0.999686866317176,0.889612832344361,0.212109467822727,0.44279268804132,0.307462092286931,0.143905186489694,0.0558827969485238,0.0198892322809079,0,0,0.999686866317176,1.24850203210937,0.952965085645414,0.749122840556685,0.5671818369938,0.171393479648961,0.132843271366301,0.134001733558056,0.131974937514103,0.1121509350536
"P23142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.960811405787784,0.943912106137118,0.973822914019042,0.837820180415047,0.692085836932646,0.547995287206632,0.448787090782736,0.38429695671463,0.280609111397987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.0492464601407,0.946030701787989,0.91198646163949,0.802886094436336,0.637860573601601,0.457657901099958,0.391487262257684,0.290829487951956,0.215800807889863
"Q53RD9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P35556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9HAH7",0.999686866317176,0.803265395884837,0.573019871387823,0.412787913350131,0.284498063215054,0.166263025366833,0.167109681022689,0.200529214324793,0.162818254897566,0.134780039985662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.81794376075265,0.673606043698891,0.391469961832252,0.321458009610265,0.220011453228802,0.214345329933948,0.170420269159137,0.190623796105267,0.185765740687006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y2K7",0.999686866317176,0.931972032565733,0.855580484472017,0.575847809291774,0.220391922646938,0.0866906098701854,0.0764774325753723,0.120957423560781,0.103455033524891,0.0854117767683628,0.999686866317176,0.983503145136269,0.829816431570562,0.569735668568585,0.330284471366974,0.161342064869736,0.0999845793943671,0.100285394509906,0.0762333633286156,0.0592860916114457,0.999686866317176,1.03840949324354,0.992354274871882,0.815253190950824,0.490291478138237,0.234383240760665,0.279024080257027,0.229894679002046,0.221687096237133,0.194791235303934,0.999686866317176,0.962915737430678,0.828847108845791,0.617557312143638,0.368402347365628,0.14855384792375,0.107865322870423,0.0959741484253628,0.0864365104893891,0.0726153491372906
"Q9NXK8",0.999686866317176,0.617713451144723,0.405087320139068,0.360347379030286,0.244566120138165,0.140941930390346,0.104125570799856,0.0726521916576358,0.0636876106414499,0.0423157715146386,0.999686866317176,0.762781080962435,0.536264790224758,0.322351396894624,0.303940992325403,0.185126256981715,0.094873389141832,0.075724695870591,0.0875300205796373,0.0587283699099246,0.999686866317176,0.893566778759513,0.689539369230683,0.654081783201191,0.474667809567889,0.297904900264952,0.181022682129949,0.124124518394486,0.135690349083561,0.111137929758876,0.999686866317176,0.878994919725637,0.550774348619829,0.347756487425208,0.336278064871225,0.105031786042392,0.115014596810069,0.0953834730132053,0.0953715618767853,0.0732734707656598
"Q8NEE6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9H469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.904843994836576,0.63036531122174,0.423952532595554,0.397765395135379,0.259991190008161,0.162423691632867,0.161099716838923,0.118713221704402,0.11537146508362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.880208837648533,0.502227489883968,0.368476071214262,0.174306007376984,0.0603348816666276,0.0559878090962649,0.0856169324621881,0.0421914597303199,0.0721745244726077
"Q9UF56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.13543943690765,0.8470032112926,0.626563765380198,0.511632484627823,0.300562143253469,0.175833420629395,0.138991754443439,0.128796721337579,0.0973943271511753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96ME1",0.999686866317176,1.00565875297792,0.955896389403734,0.789988980903691,0.781281868679456,0.35734092562594,0.126460761074833,0.117183314894231,0.103699284952714,0.0780126970258132,0.999686866317176,0.945465976361651,0.924337379496439,0.893991168251643,0.719852436738755,0.353045401741708,0.120642224533807,0.0947293610086419,0.0808732345366354,0.0609940570849052,0.999686866317176,1.0409844236822,0.918084471486942,0.909985442741339,0.797810724612211,0.418425156017546,0.149863558384256,0.100026900981255,0.0935784679490239,0.0834307917028218,0.999686866317176,1.03680604278612,1.03927061228694,0.892021165404373,0.739565937313157,0.33787603096706,0.104967549319962,0.086319379326646,0.0865459005218069,0.0708208967920091
"Q6PCT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,2.49460660249374,0.842384367885832,0.521629384865065,0.305398377815666,0.128024188817894,0.109794004111583,0.115437202961807,0.0800297192753349,0.111973850120331,0.999686866317176,0.959407990723704,0.587240511207173,0.320937499477101,0.370308836360512,0.389561856287782,0.304167650598188,0.3643758662775,0.211117826108748,0.62491168226111,0.999686866317176,2.82288185474149,0.46103645626222,0.385422456935958,0.230149226615548,0.106878586421054,0.101352239151469,0.111700473349046,0.104484946594341,0.125802480499822
"Q9UKT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.803956042117956,0.871793768069708,0.658584214285461,0.655750746791752,0.546096691382708,0.283372429889879,0.184355252699395,0.171768719827602,0.135014441727176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9UKA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.983938677765559,0.724160510574304,0.425119700747748,0.268301468909143,0.163850024969232,0.109160279597048,0.087825736836344,0.0700010212705992,0.0332096257179952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96CD0",0.999686866317176,0.966986524044569,0.953762806048995,0.890489417023131,0.692829532284167,0.377195348231208,0.129057099275095,0.0961653925045448,0.0778883633440909,0.0726652213677225,0.999686866317176,0.992066010245603,0.887317373977904,0.864555315245444,0.684766584057652,0.370250493044736,0.1372787250087,0.116219088403622,0.0857269395497491,0.0668505928504673,0.999686866317176,0.952725308597857,0.968531103879125,0.870522953673713,0.737844551565648,0.423375384749549,0.170565784283505,0.113688777559049,0.142095896835557,0.0935997932843994,0.999686866317176,0.921835284590951,0.898076329505044,0.8796145873877,0.700908541166538,0.367150851617354,0.132537838666861,0.109819123210323,0.0841218541731892,0.0651602719458695
"Q86XK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.04514128879333,0.980635569227848,0.905885421072678,0.782913691136154,0.634180453587883,0.35837761920509,0.219331998871716,0.216744738651797,0.0832168400226895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.0601484113537,0.807296295797216,0.677996252681871,0.562006220082376,0.241361202727293,0.203890907833928,0.0639854851169645,0,0
"Q8NFZ0",0.999686866317176,1.06397219757723,0.887378453669555,0.891104719292484,0.675376085457074,0.395875878415277,0.161077967387595,0.18065935995605,0.121676443150827,0.107450505352176,0.999686866317176,0.966399925592824,0.900475468743247,0.802353559222179,0.60297458081433,0.366900820309108,0.11132460157826,0.084751735028281,0.061006032414107,0.0550871523643617,0.999686866317176,1.05159803374711,1.21237102187017,0.776236262447473,0.450778502467239,0.237300081213051,0.14854388166379,0.130649711792768,0.122298729001246,0.092320636169937,0.999686866317176,0.957658414904933,0.897704262119433,0.7857079872947,0.603933598914385,0.251387681402805,0.101118176404412,0.0733033081587461,0.05669896806323,0.0460833119869614
"O94952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.1500655034517,0.982491885807168,0.626159090290933,0.381092245764067,0.189446981149903,0.110548954310859,0.0828748058927631,0.0654148771492865,0.0468532019236785,0.999686866317176,0.987371253992122,0.938304311594544,0.775095357366226,0.336350104586449,0.107390128870107,0.0991662479104376,0.029741597807814,0.0378190240323094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8NEZ5",0.999686866317176,0.966080782022799,1.0182273322098,0.80856391759344,0.575727669146694,0.234486692929014,0.132711063477523,0.101683796784942,0.0930015786346122,0.0827696589382171,0.999686866317176,0.954662076552221,0.913798417687205,0.778134820064154,0.580305109505699,0.261966638031737,0.137186080989468,0.0995368452690992,0.0891815912250117,0.0714268413603209,0.999686866317176,0.968880093633567,0.93434358956021,0.836310428224528,0.566486011054073,0.216674610923789,0.120863905635689,0.0841105951238058,0.0823937719650623,0.0689935700565216,0.999686866317176,0.964522340767332,0.893154812570251,0.842157213151492,0.588074439829687,0.225256756608392,0.121579865010334,0.0960899991277472,0.0882235207668684,0.0725623878701555
"Q9UK99",0.999686866317176,0.964158036003456,0.925964009539555,0.834516088764573,0.598975099133654,0.308743797541417,0.142428241006446,0.128580019386355,0.129083715726226,0.112197611680507,0.999686866317176,0.979152712468423,0.940673550675562,0.831945957591857,0.66544725703968,0.346187414152958,0.168124255539667,0.119294100399594,0.109463566456918,0.0780874488072221,0.999686866317176,0.985210656123032,1.18676634316733,0.915337795277326,0.802763706461444,0.451839924099692,0.270652887694219,0.208912496594915,0.233093997019611,0.214724667844841,0.999686866317176,1.03679976699184,0.958708324863121,0.849943889918909,0.751003168528638,0.378025297790674,0.166595886910902,0.117147903911166,0.112588082188981,0.0878876651262768
"Q8TB52",0.999686866317176,1.05830652915314,0.937380076289609,0.701053830166515,0.438996411606605,0.231554484567463,0.186066768029016,0.16780027832962,0.14228847944598,0.103720166780674,0.999686866317176,0.88625115582846,0.919051315627109,0.693851648314848,0.524418303040741,0.30504555137654,0.191227111442034,0.146194394236896,0.139297143163602,0.101783752628007,0.999686866317176,0.975119146947552,0.914015878343558,0.757051279666072,0.525081231791919,0.344418898541575,0.271388112992415,0.183526006323829,0.196861817726445,0.15236962573398,0.999686866317176,1.0053096243598,0.935916993303752,0.718484859515227,0.52700678518492,0.267299644101958,0.185224979320187,0.158670590515796,0.134667403101931,0.102670868236428
"Q5XUX0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.831735194066546,0.584545604251789,0.449082855638869,0.364998947705581,0.25040092034486,0.161920062975126,0.114133050370874,0.0916250991284477,0.0499110553906389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.831457571109918,0.358164232522022,0.550764577145817,0.0737227788352676,0.144878455057484,0.0661415278055236,0.174765679647069,0,0
"Q7Z6M2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.964524688474355,0.965985007638354,0.719331269856265,0.441021527351386,0.148224281625718,0.112042099939974,0.0960143200292978,0.0798545689726699,0.066011720800232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6PIJ6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.01550549550145,0.907572977640321,0.791144059249557,0.560804457746091,0.273080680390461,0.157798389693965,0.147982426836393,0.10956779700513,0.0820583540581177,0.999686866317176,1.04379895553104,0.940263425272049,0.750968702871969,0.612188785181936,0.368799281945478,0.225513945323739,0.223395842921921,0.238639809975253,0.242356841344419,0.999686866317176,1.1044501397451,0.903309959839142,0.73983374972326,0.490522240288389,0.17834802699039,0.110855186682023,0.0940993250867747,0.0810837528526805,0.062163287299757
"Q9UKT5",0.999686866317176,1.02006891731277,0.945904040892265,0.800923781233333,0.465422101040515,0.221092883126095,0.172432174333227,0.203044886884791,0.184584474105544,0.159491274450512,0.999686866317176,0.997060443969792,0.900520340294823,0.781751337440843,0.443004463697087,0.151461793373818,0.106674660272541,0.0849062937784071,0.0697001495850398,0.058528725688362,0.999686866317176,0.915026276238943,0.893389614764483,0.791583348550242,0.560437954981077,0.252685666320223,0.142657215604808,0.129672733866433,0.120084824647441,0.107293318933919,0.999686866317176,1.01453862812515,0.891201017957657,0.784964261526816,0.481444569653907,0.13813459902686,0.120503176373868,0.084926723347982,0.0863602132398877,0.0632778104360842
"Q6P3S6",0.999686866317176,1.00190279206039,0.866826662154945,0.754458071677061,0.563880019064846,0.257032827310974,0.192688384975788,0.171937881886814,0.157638352855688,0.125002479286911,0.999686866317176,0.932410763458074,0.952491351704706,0.835087514205882,0.587885841217529,0.245038412589814,0.160732445494543,0.156019481842949,0.163799918327214,0.124772143681508,0.999686866317176,0.951997087718009,0.855744776920137,0.814922395986439,0.554695102266896,0.23588173012912,0.145380062106064,0.118858326226814,0.129587279067765,0.124418555390983,0.999686866317176,0.949346573647058,0.946858595804787,0.731178366053001,0.53892791902409,0.22036663729588,0.156662417409531,0.147594610687827,0.14740168981691,0.130118044929164
"Q4G163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.463432442719199,1.70118378134719,0.563458963832428,1.2201591809353,0.0800028721781568,0.144419784610135,0.0760804616159062,0.183698037968282,0.0364451402105473
"P0C2W1",0.999686866317176,0.909815253165615,0.84270959303447,0.75909601241904,0.563706671722345,0.328785740211103,0.303470890558228,0.390068406559864,0.273784336215895,0.241332865888554,0.999686866317176,1.02915479448588,1.0057568098307,0.733175417646887,0.529209348754242,0.229869396871188,0.220957957018196,0.212137440581534,0.179168014208895,0.120235274536458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.967844029027544,0.80751847821706,0.605695546257521,0.478668767170054,0.20263735366073,0.135426403191209,0.136288561155124,0.130268820705975,0.121658261346504
"Q6PJ61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.86161903843787,0.748394149279351,0.391459397813963,0.366120725083312,0.124328682393326,0.0801423171738039,0.0640287251678544,0.0602178339799947,0.054486240091667
"Q9UKT4",0.999686866317176,0.9003067004054,1.04455136400039,0.901439400136043,0.691156764154194,0.625880589535554,0.339467401539879,0.313678095828811,0.238989264938254,0.139868806561846,0.999686866317176,0.959906085153868,0.970468260921882,0.851019998443997,0.808838280935015,0.5959507346498,0.452021996730086,0.304131212731735,0.212439049923095,0.135073968673973,0.999686866317176,0.974045648926397,0.961370205609623,0.950587711737271,0.714523357084215,0.436968961952176,0.315142529663536,0.157744156280396,0.0844564374507669,0.0641982182692811,0.999686866317176,0.969312564889954,1.01676582551507,0.815756268614877,0.818310169392124,0.575045083539034,0.431596357198029,0.31785027144207,0.22546572622848,0.139989869354703
